Day of Date,Destination Country,Destination Region,Type,Passenger,Lastwk Passengers Number 7Days,Lastyr Passengers Number 7Days,Passengers Number 7Days,psg_wow_change,psg_yoy_change,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso Country,Destination Iso3,fl_wow_change,fl_yoy_change,Flights Number,Flights Number 7Days,Lastwk Av Seat Km 7Days,Lastwk Flights Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Flights Number 7Days,Lastyr Payload 7Days,Passengers Number,Payload,Payload 7Days,pl_wow_change,pl_yoy_change
14-Feb-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3020,3356,2538,-15.96%,-24.37%,-14.33%,-23.75%,426441.6295,4427121.714,2/14/23,VU,VUT,-13.04%,-16.67%,3,20,5167592.087,23,5208,5805777.094,24,9926,310,0,3472,-33.33%,-65.02%
25-Feb-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,2878,3784,2778,-3.47%,-26.59%,-6.01%,-25.60%,857128.4876,4874270.991,2/25/23,VU,VUT,0.00%,-18.52%,5,22,5185960.684,22,3472,6551861.674,27,11436,694,3472,3472,0.00%,-69.64%
20-Mar-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,2954,3344,2468,-16.45%,-26.20%,-9.04%,-23.31%,487601.6442,4447829.362,3/20/23,VU,VUT,-13.64%,-20.83%,2,19,4889637.525,22,8606,5799462.713,24,11436,238,0,3472,-59.66%,-69.64%
5-Apr-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3074,3708,2254,-26.68%,-39.21%,-36.12%,-48.32%,333238.348,3433845.762,4/5/23,VU,VUT,-21.74%,-30.77%,1,18,5375604.102,23,3435,6643819.238,26,8416,176,0,1736,-49.46%,-79.37%
17-Apr-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,2160,3646,3194,47.87%,-12.40%,87.57%,-19.13%,820839.9922,5421804.016,4/17/23,VU,VUT,41.18%,-4.00%,3,24,2890605.378,17,5171,6704388.789,25,8416,414,0,7638,47.71%,-9.24%
23-Apr-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3192,4122,3614,13.22%,-12.32%,32.76%,-8.99%,1113757.175,6755210.07,4/23/23,VU,VUT,8.33%,-10.34%,4,26,5088398.357,24,7638,7422271.726,29,8416,586,0,1736,-77.27%,-79.37%
24-Apr-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3194,4122,3716,16.34%,-9.85%,26.41%,-7.66%,919531.9749,6853902.053,4/24/23,VU,VUT,8.33%,-10.34%,3,26,5421804.016,24,7638,7422271.726,29,8416,516,1699,3435,-55.03%,-59.18%
27-Apr-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3706,4122,3716,0.27%,-9.85%,3.47%,-7.66%,644144.5431,6853902.053,4/27/23,VU,VUT,-3.70%,-10.34%,3,26,6623888.133,27,3819,7422271.726,29,8416,308,0,3435,-10.05%,-59.18%
11-May-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3980,3708,3236,-18.69%,-12.73%,-24.24%,-19.52%,916794.1006,5519747.244,5/11/23,VU,VUT,-14.29%,-7.69%,4,24,7285708.719,28,1699,6858752.085,26,8416,452,1736,5171,204.36%,-38.56%
13-May-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3362,3504,3236,-3.75%,-7.65%,-9.66%,-16.51%,445214.1402,5519747.244,5/13/23,VU,VUT,-4.00%,0.00%,2,24,6110093.449,25,,6610975.482,24,5776,238,0,5171,,-10.47%
26-May-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,2850,3946,2412,-15.37%,-38.87%,-21.88%,-43.33%,458473.5661,4017459.992,5/26/23,VU,VUT,-9.52%,-32.14%,3,19,5142802.806,21,1736,7089033.378,28,8416,414,0,1736,0.00%,-79.37%
4-Jun-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,2412,3946,3466,43.70%,-12.16%,51.65%,-14.06%,612836.8622,6092627.571,6/4/23,VU,VUT,42.11%,-3.57%,4,27,4017459.992,19,1736,7089033.378,28,8416,476,0,1736,0.00%,-79.37%
12-Jun-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3472,3946,3444,-0.81%,-12.72%,-7.90%,-19.78%,1070817.806,5686706.124,6/12/23,VU,VUT,0.00%,-7.14%,5,26,6174182.187,26,3472,7089033.378,28,8416,626,1736,6907,98.93%,-17.93%
17-Jun-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3274,3946,3444,5.19%,-12.72%,2.98%,-19.78%,445214.1402,5686706.124,6/17/23,VU,VUT,4.00%,-7.14%,2,26,5522219.487,25,5208,7089033.378,28,8416,238,0,6907,32.62%,-17.93%
18-Jun-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3376,3802,3174,-5.98%,-16.52%,-2.16%,-22.81%,524435.5318,5499612.811,6/18/23,VU,VUT,0.00%,-7.41%,3,25,5620911.469,25,6907,7124488.269,27,5280,308,0,5208,-24.60%,-1.36%
23-Jun-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3444,3468,3106,-9.81%,-10.44%,-4.45%,-20.77%,909241.3226,5433818.156,6/23/23,VU,VUT,-7.69%,-4.00%,4,24,5686706.124,26,6907,6858594.04,25,5280,582,0,5208,-24.60%,-1.36%
8-Jul-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3530,3618,3844,8.90%,6.25%,10.73%,-0.47%,1237093.365,7164990.945,7/8/23,VU,VUT,7.41%,11.54%,5,29,6470534.399,27,5208,7198483.605,26,4938,654,0,6944,33.33%,40.62%
11-Jul-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3530,3476,3870,9.63%,11.33%,12.36%,5.85%,950187.464,7270589.311,7/11/23,VU,VUT,11.11%,20.00%,5,30,6470534.399,27,5208,6868826.438,25,5776,580,14199,19407,272.64%,235.99%
16-Jul-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3844,3544,3966,3.17%,11.91%,-2.46%,0.17%,946075.2102,6988751.095,7/16/23,VU,VUT,3.45%,20.00%,5,30,7164990.945,29,6944,6976982.544,25,8416,652,0,19407,179.48%,130.60%
28-Jul-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3974,3408,3814,-4.03%,11.91%,-4.89%,-3.80%,1181890.88,6577578.698,7/28/23,VU,VUT,-7.14%,8.33%,5,26,6916050.057,28,8643,6837362.047,24,5776,726,1736,15177,75.60%,162.76%
29-Jul-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,4050,3544,3568,-11.90%,0.68%,-11.83%,-12.11%,778452.4882,6125114.235,7/29/23,VU,VUT,-10.71%,0.00%,3,25,6946707.531,28,11779,6968951.357,25,8416,414,0,12041,2.22%,43.07%
18-Aug-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,4100,3646,4042,-1.41%,10.86%,0.39%,2.34%,1132691.172,7233020.115,8/18/23,VU,VUT,-3.57%,8.00%,4,27,7204847.862,28,,7067643.34,25,8416,596,0,1699,,-79.81%
23-Aug-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,4062,3646,4116,1.33%,12.89%,1.20%,3.53%,1237093.365,7316978.543,8/23/23,VU,VUT,7.69%,12.00%,5,28,7229872.07,26,1699,7067643.34,25,8416,654,0,1699,0.00%,-79.81%
25-Aug-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,4042,3782,3876,-4.11%,2.49%,-5.18%,-7.60%,674050.2949,6858337.666,8/25/23,VU,VUT,-3.70%,-3.70%,2,26,7233020.115,27,1699,7422196.684,27,8416,356,0,1699,0.00%,-79.81%
3-Sep-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3672,3612,3434,-6.48%,-4.93%,-7.44%,-12.34%,946242.5208,6173352.056,9/3/23,VU,VUT,-7.69%,-7.69%,4,24,6669407.651,26,,7042777.199,26,8416,478,0,0,,-100.00%
12-Sep-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3704,3612,4088,10.37%,13.18%,12.53%,5.82%,924936.7536,7452832.925,9/12/23,VU,VUT,16.00%,11.54%,4,29,6622882.756,25,,7042777.199,26,8416,590,0,0,,-100.00%
23-Sep-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3778,3476,2930,-22.45%,-15.71%,-29.80%,-29.33%,487434.3336,4884357.484,9/23/23,VU,VUT,-19.23%,-16.00%,3,21,6957358.161,26,,6911187.889,25,5776,412,0,0,,-100.00%
5-Oct-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,2896,3380,4220,45.72%,24.85%,75.77%,16.73%,997541.8943,7899664.122,10/5/23,VU,VUT,27.27%,16.67%,4,28,4494210.766,22,1699,6767218.39,24,4938,488,0,1699,0.00%,-65.59%
7-Oct-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3506,3516,4050,15.52%,15.19%,22.54%,7.73%,1288660.808,7477857.133,10/7/23,VU,VUT,8.00%,8.00%,5,27,6102217.331,25,1699,6941169.152,25,7578,752,0,1699,0.00%,-77.58%
17-Oct-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,4186,3516,4428,5.78%,25.94%,5.22%,13.89%,895909.6999,7895943.247,10/17/23,VU,VUT,6.90%,24.00%,5,31,7504400.368,29,,6933137.965,25,7578,560,0,0,,-100.00%
28-Oct-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,4496,3584,3490,-22.38%,-2.62%,-21.44%,-11.46%,1288660.808,6254846.265,10/28/23,VU,VUT,-25.00%,-7.69%,5,24,7961737.902,32,,7064645.331,26,10400,752,0,3435,,-66.97%
1-Nov-23,Vanuatu,East Asia & Pacific,Intra-Regional,Passenger,3014,3584,4416,46.52%,23.21%,45.19%,12.11%,965713.1119,7920410.702,11/1/23,VU,VUT,47.62%,19.23%,3,31,5455289.445,21,,7064645.331,26,10400,510,0,6907,,-33.59%
1-Jan-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,,323,13.33%,,31.72%,,6276.085834,101653.7716,1/1/23,SB,SLB,13.33%,,1,17,77177.04712,15,,,,,19,0,0,,
27-Jan-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,,228,9.09%,,4.24%,,20235.63805,74215.74177,1/27/23,SB,SLB,9.09%,,2,12,71199.36594,11,,,,,38,0,0,,
28-Jan-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,,285,50.00%,,-0.54%,,0,67939.65593,1/28/23,SB,SLB,50.00%,,4,15,68306.41014,10,,,,,76,0,0,,
29-Jan-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,,323,54.55%,,29.09%,,20235.63805,88175.29399,1/29/23,SB,SLB,54.55%,,3,17,68306.41014,11,,,,,57,0,0,,
12-Feb-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,342,,266,-22.22%,,-7.19%,,4399.439976,72677.4572,2/12/23,SB,SLB,-22.22%,,1,14,78306.72047,18,,,,,19,0,0,,
24-Feb-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,247,,171,-30.77%,,46.70%,,26340.65354,80386.51878,2/24/23,SB,SLB,-30.77%,,3,9,54795.94258,13,,,,,57,0,0,,
18-Mar-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,,209,-26.67%,,-49.91%,,0,57741.1046,3/18/23,SB,SLB,-26.67%,,2,11,115276.5864,15,,,,,38,0,0,,
13-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,342,136,228,-33.33%,67.65%,-13.16%,142.75%,12258.75332,109052.9912,4/13/23,SB,SLB,-33.33%,1100.00%,1,12,125573.1413,18,,44923.56176,1,4182,19,0,0,,-100.00%
16-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,361,58.33%,165.44%,30.36%,200.07%,18828.2575,134802.3965,4/16/23,SB,SLB,58.33%,1800.00%,3,19,103409.7732,12,,44923.56176,1,4182,57,0,0,,-100.00%
18-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,399,75.00%,193.38%,12.87%,199.25%,12552.17167,134432.5772,4/18/23,SB,SLB,75.00%,2000.00%,2,21,119105.0143,12,,44923.56176,1,4182,38,0,0,,-100.00%
21-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,136,361,35.71%,165.44%,-9.33%,133.48%,4889.460758,104885.4703,4/21/23,SB,SLB,35.71%,1800.00%,1,19,115680.7206,14,,44923.56176,1,4182,19,0,0,,-100.00%
22-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,323,136,342,5.88%,151.47%,-16.71%,137.73%,14465.48355,106798.7822,4/22/23,SB,SLB,5.88%,1700.00%,2,18,128232.8923,17,,44923.56176,1,4182,38,0,0,,-100.00%
24-Apr-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,380,136,266,-30.00%,95.59%,-39.80%,71.73%,9520.5906,77147.06729,4/24/23,SB,SLB,-30.00%,1300.00%,2,14,128156.4914,20,,44923.56176,1,4182,38,0,0,,-100.00%
2-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,272,247,-13.33%,-9.19%,4.76%,-8.03%,6276.085834,82630.77807,5/2/23,SB,SLB,-13.33%,550.00%,3,13,78875.78152,15,,89847.12351,2,8364,57,0,0,,-100.00%
23-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,266,136,456,71.43%,235.29%,62.47%,234.11%,40504.41592,150096.2558,5/23/23,SB,SLB,71.43%,2300.00%,6,24,92382.31351,14,,44923.56176,1,4182,114,0,0,,-100.00%
31-May-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,437,136,190,-56.52%,39.71%,-48.13%,65.48%,17483.72123,74338.31298,5/31/23,SB,SLB,-56.52%,900.00%,3,10,143320.6726,23,,44923.56176,1,4182,57,0,0,,-100.00%
8-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,190,136,133,-30.00%,-2.21%,-47.35%,-12.88%,19344.83886,39138.35769,6/8/23,SB,SLB,-30.00%,600.00%,3,7,74338.31298,10,,44923.56176,1,4182,57,0,0,,-100.00%
12-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,95,136,342,260.00%,151.47%,340.40%,142.39%,31069.05562,108888.4856,6/12/23,SB,SLB,260.00%,1700.00%,5,18,24725.06839,5,,44923.56176,1,4182,95,0,0,,-100.00%
23-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,323,,190,-41.18%,,-38.55%,,30793.59248,77176.10845,6/23/23,SB,SLB,-41.18%,,3,10,125596.5193,17,,,,,57,0,0,,
27-Jun-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,,209,0.00%,,-11.47%,,14015.49611,77232.78592,6/27/23,SB,SLB,0.00%,,3,11,87238.237,11,,,,,57,0,0,,
4-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,209,136,342,63.64%,151.47%,38.32%,137.79%,9104.478899,106825.003,7/4/23,SB,SLB,63.64%,1700.00%,2,18,77232.78592,11,,44923.56176,1,4182,38,0,0,,-100.00%
5-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,228,136,342,50.00%,151.47%,30.84%,135.14%,15820.63931,105633.979,7/5/23,SB,SLB,50.00%,1700.00%,3,18,80735.62161,12,,44923.56176,1,4182,57,0,0,,-100.00%
17-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,342,,380,11.11%,,-10.03%,,11993.03708,73938.88399,7/17/23,SB,SLB,11.11%,,6,20,82179.60707,18,,,,,114,0,0,,
18-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,342,,380,11.11%,,-22.87%,,4760.2953,66087.5848,7/18/23,SB,SLB,11.11%,,2,20,85686.72267,18,,,,,38,0,0,,
26-Jul-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,418,,380,-9.09%,,5.42%,,18398.28837,95502.8829,7/26/23,SB,SLB,-9.09%,,4,20,90596.48606,22,,,,,76,0,0,,
3-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,324,,399,23.15%,,0.72%,,6792.667196,76256.00296,8/3/23,SB,SLB,23.53%,,1,21,75709.36407,17,,,,,19,0,0,,
6-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,362,,475,31.22%,,71.52%,,23579.36485,107166.6904,8/6/23,SB,SLB,31.58%,,4,25,62479.26613,19,,,,,76,0,0,,
19-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,361,,513,42.11%,,36.01%,,31915.72136,131706.5319,8/19/23,SB,SLB,42.11%,,6,27,96838.31526,19,,,,,114,0,0,,
22-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,304,,722,137.50%,,115.10%,,33989.83551,194127.4243,8/22/23,SB,SLB,137.50%,,6,38,90248.54679,16,,,,,114,0,0,,
26-Aug-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,513,,608,18.52%,,32.63%,,7232.741775,174677.1538,8/26/23,SB,SLB,18.52%,,1,32,131706.5319,27,,,,,19,0,0,,
15-Sep-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,418,,380,-9.09%,,-13.10%,,13508.82761,103221.9206,9/15/23,SB,SLB,-9.09%,,3,20,118776.3814,22,,,,,57,0,0,,
18-Sep-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,304,,570,87.50%,,77.05%,,19641.1571,147234.7939,9/18/23,SB,SLB,87.50%,,5,30,83160.31957,16,,,,,95,0,0,,
20-Sep-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,285,,665,133.33%,,116.49%,,32026.57743,179234.3157,9/20/23,SB,SLB,133.33%,,6,35,82790.85886,15,,,,,114,0,0,,
21-Oct-23,Solomon Islands,East Asia & Pacific,Domestic,Passenger,706,136,380,-46.18%,179.41%,-64.86%,57.50%,7241.347158,70753.05784,10/21/23,SB,SLB,-16.67%,1900.00%,2,20,201341.1897,24,6738,44923.56176,1,4182,38,0,0,-100.00%,-100.00%
8-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,240,918,272,13.33%,-70.37%,13.33%,-97.68%,400.7270359,6812.35961,1/8/20,TO,TON,13.33%,25.93%,2,34,6010.905538,30,,293062.4896,27,0,16,0,0,,
22-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,240,782,224,-6.67%,-71.36%,-6.67%,-97.75%,1202.181108,5610.178502,1/22/20,TO,TON,-6.67%,21.74%,6,28,6010.905538,30,,249645.8245,23,0,48,0,0,,
26-Jan-20,Tonga,East Asia & Pacific,Domestic,Passenger,208,,256,23.08%,,23.08%,,400.7270359,6411.632574,1/26/20,TO,TON,23.08%,,2,32,5209.451466,26,,,,,16,0,0,,
1-Feb-20,Tonga,East Asia & Pacific,Domestic,Passenger,272,,224,-17.65%,,-17.65%,,400.7270359,5610.178502,2/1/20,TO,TON,-17.65%,,2,28,6812.35961,34,,,,,16,0,0,,
13-Feb-23,Tonga,East Asia & Pacific,Domestic,Passenger,612,442,612,0.00%,38.46%,0.00%,38.46%,43416.66513,195374.9931,2/13/23,TO,TON,0.00%,-30.77%,2,9,195374.9931,9,,141104.1617,13,0,136,0,0,,
5-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,952,646,1313,37.92%,103.25%,23.34%,81.76%,4423.95658,374847.7943,3/5/23,TO,TON,135.71%,73.68%,3,33,303916.6559,14,,206229.1594,19,0,57,0,0,,
9-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,1066,714,1598,49.91%,123.81%,26.62%,82.83%,40817.33765,416733.0441,3/9/23,TO,TON,140.00%,128.57%,9,48,329130.6367,20,,227937.4919,21,0,171,0,0,,
16-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,1598,680,1576,-1.38%,131.76%,-10.98%,70.90%,25213.98075,370984.8919,3/16/23,TO,TON,8.33%,160.00%,6,52,416733.0441,48,,217083.3257,20,0,114,0,0,,
19-Mar-23,Tonga,East Asia & Pacific,Domestic,Passenger,1636,646,1557,-4.83%,141.02%,-15.30%,72.79%,4423.95658,356333.2617,3/19/23,TO,TON,2.00%,168.42%,3,51,420681.1374,50,,206229.1594,19,0,57,0,0,,
3-Apr-23,Tonga,East Asia & Pacific,Domestic,Passenger,1405,80,1047,-25.48%,1208.75%,-8.10%,15894.52%,151958.328,320471.7395,4/3/23,TO,TON,-55.81%,90.00%,7,19,348723.9226,43,,2003.635179,10,0,476,0,0,,
10-Apr-23,Tonga,East Asia & Pacific,Domestic,Passenger,1047,88,680,-35.05%,672.73%,-32.26%,9749.52%,151958.328,217083.3257,4/10/23,TO,TON,-47.37%,-9.09%,7,10,320471.7395,19,,2203.998697,11,0,476,0,0,,
9-May-23,Tonga,East Asia & Pacific,Domestic,Passenger,612,112,680,11.11%,507.14%,11.11%,8928.73%,21708.33257,217083.3257,5/9/23,TO,TON,11.11%,-28.57%,1,10,195374.9931,9,,2404.362215,14,0,68,0,0,,
5-Jan-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,170,,170,0.00%,,0.00%,,45850.6685,45850.6685,1/5/20,VU,VUT,0.00%,,1,1,45850.6685,1,2127,,,,170,2127,2127,0.00%,
12-Jan-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,170,,170,0.00%,,0.00%,,45850.6685,45850.6685,1/12/20,VU,VUT,0.00%,,1,1,45850.6685,1,2127,,,,170,2127,2127,0.00%,
10-Mar-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,,,340,,,,,45850.6685,91701.33699,3/10/20,VU,VUT,,,1,2,,,,,,,170,2127,4254,,
23-Oct-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,680,340,680,0.00%,100.00%,0.00%,100.00%,91701.33699,183402.674,10/23/20,VU,VUT,0.00%,100.00%,2,4,183402.674,4,8508,91701.33699,2,4254,340,4254,8508,0.00%,100.00%
27-Oct-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,680,,1020,50.00%,,50.00%,,91701.33699,275104.011,10/27/20,VU,VUT,50.00%,,2,6,183402.674,4,8508,,,,340,4254,12762,50.00%,
4-Dec-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,1020,,680,-33.33%,,-33.33%,,91701.33699,183402.674,12/4/20,VU,VUT,-33.33%,,2,4,275104.011,6,12762,,,,340,4254,8508,-33.33%,
8-Dec-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,340,,1360,300.00%,,300.00%,,91701.33699,366805.348,12/8/20,VU,VUT,300.00%,,2,8,91701.33699,2,4254,,,,340,4254,17016,300.00%,
24-Dec-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,1020,,2570,151.96%,,139.78%,,158743.9144,659634.417,12/24/20,VU,VUT,416.67%,,9,31,275104.011,6,12762,,,,630,0,8508,-33.33%,
25-Dec-20,Vanuatu,East Asia & Pacific,Domestic,Passenger,1020,,2650,159.80%,,139.50%,,90931.58436,658864.6644,12/25/20,VU,VUT,483.33%,,6,35,275104.011,6,12762,,,,420,0,4254,-66.67%,
7-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2520,,1890,-25.00%,,-21.05%,,105829.2762,483680.589,1/7/21,VU,VUT,-25.00%,,6,27,612629.1196,36,,,,,420,0,0,,
25-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2650,,2870,8.30%,,5.46%,,102104.8533,714476.4007,1/25/21,VU,VUT,17.14%,,6,41,677486.7792,35,4254,,,,420,0,0,-100.00%,
28-Jan-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2930,,2450,-16.38%,,-15.52%,,75518.74811,623544.8163,1/28/21,VU,VUT,-10.26%,,4,35,738107.8355,39,4254,,,,280,0,0,-100.00%,
3-Feb-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2590,,2690,3.86%,,2.42%,,90674.01217,669653.057,2/3/21,VU,VUT,0.00%,,5,37,653855.3444,37,,,,,350,0,2127,,
4-Feb-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,2450,,2760,12.65%,,9.83%,,90674.01217,684808.3211,2/4/21,VU,VUT,8.57%,,5,38,623544.8163,35,,,,,350,0,2127,,
15-Mar-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1680,,2240,33.33%,,31.33%,,71794.32515,570630.1782,3/15/21,VU,VUT,33.33%,,4,32,434490.3738,24,,,,,280,0,0,,
24-Apr-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1950,,1780,-8.72%,,-16.48%,,139864.2273,408161.8409,4/24/21,VU,VUT,-4.00%,,8,24,488689.909,25,4254,,,,560,0,2127,-50.00%,
7-May-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1960,,2030,3.57%,,6.98%,,52914.63812,517715.5401,5/7/21,VU,VUT,3.57%,,3,29,483938.1612,28,,,,,210,0,0,,
11-May-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1470,,1890,28.57%,,29.58%,,52914.63812,479956.166,5/11/21,VU,VUT,28.57%,,3,27,370402.4668,21,,,,,210,0,0,,
16-May-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1960,,1820,-7.14%,,-7.57%,,90674.01217,461076.479,5/16/21,VU,VUT,-7.14%,,5,26,498835.853,28,,,,,350,0,0,,
21-May-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1610,,2240,39.13%,,42.01%,,71794.32515,574354.6012,5/21/21,VU,VUT,39.13%,,4,32,404437.4179,23,,,,,280,0,0,,
14-Jun-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1260,,1470,16.67%,,15.14%,,52914.63812,374126.8898,6/14/21,VU,VUT,16.67%,,3,21,324936.6746,18,,,,,210,0,0,,
23-Jun-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1330,,1680,26.32%,,25.85%,,52914.63812,423317.1049,6/23/21,VU,VUT,26.32%,,3,24,336367.5157,19,,,,,210,0,0,,
24-Jun-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1330,,1680,26.32%,,25.85%,,52914.63812,423317.1049,6/24/21,VU,VUT,26.32%,,3,24,336367.5157,19,,,,,210,0,0,,
28-Jun-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1400,,1680,20.00%,,19.16%,,52914.63812,423317.1049,6/28/21,VU,VUT,20.00%,,3,24,355247.2028,20,,,,,210,0,0,,
30-Jun-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1680,,1680,0.00%,,0.00%,,52914.63812,423317.1049,6/30/21,VU,VUT,0.00%,,3,24,423317.1049,24,,,,,210,0,0,,
1-Jul-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1680,,1680,0.00%,,0.00%,,52914.63812,423317.1049,7/1/21,VU,VUT,0.00%,,3,24,423317.1049,24,,,,,210,0,0,,
28-Jul-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1750,,2450,40.00%,,37.02%,,90674.01217,616095.9704,7/28/21,VU,VUT,40.00%,,5,35,449645.6379,25,,,,,350,0,0,,
11-Aug-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1680,,1890,12.50%,,12.50%,,90674.01217,476231.7431,8/11/21,VU,VUT,12.50%,,5,27,423317.1049,24,,,,,350,0,0,,
16-Aug-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1750,,2240,28.00%,,25.89%,,83225.16624,552008.0634,8/16/21,VU,VUT,28.00%,,5,32,438472.369,25,,,,,350,0,0,,
17-Aug-21,Vanuatu,East Asia & Pacific,Domestic,Passenger,1750,,2240,28.00%,,25.89%,,52914.63812,552008.0634,8/17/21,VU,VUT,28.00%,,3,32,438472.369,25,,,,,210,0,0,,
