Day of Date,Destination Country,Destination Iso Country,Destination Region,Passenger,Type,fl_wow_change,fl_yoy_change,Flights Number 7Days,Lastwk Flights Number 7Days,Lastyr Flights Number 7Days,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso3,Flights Number,Lastwk Av Seat Km 7Days,Lastwk Passengers Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Passengers Number 7Days,Lastyr Payload 7Days,Passengers Number,Passengers Number 7Days,Payload,Payload 7Days,pl_wow_change,pl_yoy_change,psg_wow_change,psg_yoy_change
13-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,6,6,,0.00%,,91701.33699,275104.011,12/13/20,VUT,2,275104.011,1020,12762,,,,340,1020,4254,12762,0.00%,,0.00%,
27-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,300.00%,,40,10,,100.52%,,105829.2762,688147.8677,12/27/20,VUT,6,343173.9132,1300,12762,,,,420,2800,0,0,-100.00%,,115.38%,
1-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-8.57%,,32,35,,-16.22%,,30310.52812,552008.0634,1/1/21,VUT,2,658864.6644,2650,4254,,,,140,2240,0,0,-100.00%,,-15.47%,
16-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,2.94%,,35,34,,3.12%,,139864.2273,623544.8163,1/16/21,VUT,8,604665.1293,2380,,,,,560,2450,0,0,,,2.94%,
24-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,11.43%,,39,35,,0.99%,,105829.2762,684165.8726,1/24/21,VUT,6,677486.7792,2650,4254,,,,420,2730,0,0,-100.00%,,3.02%,
8-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,15.15%,,38,33,,11.14%,,71794.32515,672735.0315,2/8/21,VUT,4,605307.5778,2410,2127,,,,280,2660,0,0,-100.00%,,10.37%,
13-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-23.81%,,32,42,,-24.09%,,124708.9633,574354.6012,2/13/21,VUT,7,756602.6462,3040,2127,,,,490,2240,0,0,-100.00%,,-26.32%,
17-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-19.44%,,29,36,,-19.41%,,52914.63812,517715.5401,2/17/21,VUT,3,642424.5033,2520,,,,,210,2030,0,0,,,-19.44%,
24-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.90%,,27,29,,-8.07%,,52914.63812,472507.3201,3/24/21,VUT,3,513991.1171,2030,,,,,210,1890,0,0,,,-6.90%,
2-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-28.00%,,18,25,,-25.26%,,15155.26406,324936.6746,4/2/21,VUT,1,434747.946,1750,,,,,70,1260,0,0,,,-28.00%,
17-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,1150.00%,,25,2,,432.91%,,86949.58921,488689.909,4/17/21,VUT,5,91701.33699,340,4254,,,,350,1950,0,4254,0.00%,,473.53%,
23-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,5.00%,,21,20,,-11.57%,,71794.32515,355247.2028,4/23/21,VUT,4,401740.3198,1600,4254,,,,280,1570,0,2127,-50.00%,,-1.88%,
25-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,16.67%,,28,24,,13.50%,,105829.2762,476231.7431,4/25/21,VUT,6,419592.682,1680,,,,,420,2060,0,2127,,,22.62%,
2-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-14.29%,,24,28,,-12.68%,,90674.01217,415868.259,5/2/21,VUT,5,476231.7431,2060,2127,,,,350,1680,0,0,-100.00%,,-18.45%,
10-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,22.73%,,27,22,,24.48%,,34034.95109,479956.166,5/10/21,VUT,2,385557.7309,1540,,,,,140,1890,0,0,,,22.73%,
13-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-20.69%,,23,29,,-21.88%,,52914.63812,404437.4179,5/13/21,VUT,3,517715.5401,2030,,,,,210,1610,0,0,,,-20.69%,
20-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,34.78%,,31,23,,37.35%,,52914.63812,555474.9141,5/20/21,VUT,3,404437.4179,1610,,,,,210,2170,0,0,,,34.78%,
22-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,23.08%,,32,26,,24.57%,,124708.9633,574354.6012,5/22/21,VUT,7,461076.479,1820,,,,,490,2240,0,0,,,23.08%,
11-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,250.00%,,21,6,,260.56%,,34034.95109,381575.7357,6/11/21,VUT,2,105829.2762,420,,,,,140,1470,0,0,,,250.00%,
22-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,21,21,,-1.00%,,52914.63812,370402.4668,6/22/21,VUT,3,374126.8898,1470,,,,,210,1470,0,0,,,0.00%,
5-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,24,24,,0.00%,,52914.63812,423317.1049,7/5/21,VUT,3,423317.1049,1680,,,,,210,1680,0,0,,,0.00%,
13-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,13.64%,,25,22,,21.69%,,52914.63812,469167.7734,7/13/21,VUT,3,385557.7309,1540,,,,,210,1850,0,2127,,,20.13%,
24-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,8.00%,,27,25,,6.74%,,105829.2762,479956.166,7/24/21,VUT,6,449645.6379,1750,,,,,420,1890,0,0,,,8.00%,
5-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-34.29%,,23,35,,-33.75%,,37759.37406,408161.8409,8/5/21,VUT,2,616095.9704,2450,,,,,140,1610,0,0,,,-34.29%,
12-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,21.74%,,28,23,,20.39%,,52914.63812,491387.0071,8/12/21,VUT,3,408161.8409,1610,,,,,210,1960,0,0,,,21.74%,
21-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,13.33%,,34,30,,11.62%,,113535.6944,582318.5915,8/21/21,VUT,7,521697.5352,2100,,,,,490,2380,0,0,,,13.33%,
26-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-9.38%,,29,32,,-9.59%,,37759.37406,499093.4252,8/26/21,VUT,2,552008.0634,2240,,,,,140,2030,0,0,,,-9.38%,
9-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,2.33%,,44,43,,1.06%,,68069.90218,733871.2321,9/9/21,VUT,4,726164.814,3010,,,,,280,3080,0,0,,,2.33%,
20-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-51.61%,650.00%,15,31,2,-36.33%,310.22%,91701.33699,376181.5394,10/20/21,VUT,2,590794.7622,2370,4254,91701.33699,340,4254,340,1450,4254,8508,100.00%,100.00%,-38.82%,326.47%
1-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,100.00%,,30,15,,55.85%,,105829.2762,525421.9582,11/1/21,VUT,6,337137.2684,1250,4254,,,,420,2100,0,0,-100.00%,,68.00%,
8-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-13.33%,,26,30,,-16.55%,,52914.63812,438472.369,11/8/21,VUT,3,525421.9582,2100,,,,,210,1920,0,2127,,,-8.57%,
10-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-37.14%,,22,35,,-29.42%,,61005.93256,416253.1353,11/10/21,VUT,2,589767.4374,2550,2127,,,,240,1640,2127,2127,0.00%,,-35.69%,
25-Nov-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,29,29,,4.51%,,90674.01217,517715.5401,11/25/21,VUT,5,495369.0023,2030,,,,,350,2030,0,0,,,0.00%,
3-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-21.43%,,22,28,,-12.55%,,49190.21515,439499.6938,12/3/21,VUT,3,502560.276,1960,,,,,210,1740,0,4254,,,-11.22%,
16-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,25.00%,,5,4,,34.86%,,15155.26406,108724.4801,11/16/22,VUT,1,80623.14497,308,4455,,,,70,426,0,2903,-34.84%,,38.31%,
20-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,9,,,,,64730.35553,265156.1727,11/20/22,VUT,2,,,,,,,240,1006,2127,9284,,,,
15-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,47.37%,2700.00%,28,19,1,32.02%,1023.81%,122011.8651,515276.0141,12/15/22,VUT,4,390309.4787,1530,4254,45850.6685,170,2127,480,2160,4254,4254,0.00%,100.00%,41.18%,1170.59%
5-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-16.67%,,35,42,,-14.68%,,137167.1292,701633.3584,1/5/23,VUT,5,822360.3266,3340,8508,,,,550,2850,4254,8508,0.00%,,-14.67%,
15-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-6.25%,,30,32,,-3.50%,,56639.06108,629581.4611,1/15/23,VUT,3,652443.1433,2640,8508,,,,210,2500,0,8508,0.00%,,-5.30%,
27-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,114.29%,,45,21,,85.29%,,155019.4914,786270.7258,1/27/23,VUT,9,424344.4298,1670,4254,,,,630,3150,0,0,-100.00%,,88.62%,
31-Jan-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,44.83%,,42,29,,53.56%,,129460.7111,783573.6277,1/31/23,VUT,4,510266.6941,2030,,,,,480,3140,4254,4254,,,54.68%,
18-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,,,5,,,,,106856.6011,198557.938,3/18/23,VUT,3,,,,,,,410,750,4254,8508,,,,
30-Mar-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,68.75%,,27,16,,39.61%,,37759.37406,476231.7431,3/30/23,VUT,2,341119.2635,1320,4254,,,,140,1890,0,0,-100.00%,,43.18%,
2-Apr-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,21.74%,,28,23,,20.39%,,18879.68703,491387.0071,4/2/23,VUT,1,408161.8409,1610,,,,,70,1960,0,0,,,21.74%,
9-Apr-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.57%,,27,28,,-3.08%,,90674.01217,476231.7431,4/9/23,VUT,5,491387.0071,1960,,,,,350,1890,0,0,,,-3.57%,
24-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,31.82%,,29,22,,39.34%,,105829.2762,537237.6756,5/24/23,VUT,6,385557.7309,1540,,,,,420,2130,0,2127,,,38.31%,
30-May-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,30,30,,-6.19%,,37759.37406,521697.5352,5/30/23,VUT,2,556117.3626,2200,2127,,,,140,2100,0,0,-100.00%,,-4.55%,
8-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-3.33%,,29,30,,-3.62%,,68069.90218,502817.8482,6/8/23,VUT,4,521697.5352,2100,,,,,280,2030,0,0,,,-3.33%,
16-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,0.00%,,29,29,,0.00%,,98380.4303,502817.8482,6/16/23,VUT,6,502817.8482,2030,,,,,420,2030,0,0,,,0.00%,
18-Jun-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.45%,,30,29,,3.75%,,56639.06108,521697.5352,6/18/23,VUT,3,502817.8482,2030,,,,,210,2100,0,0,,,3.45%,
1-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.23%,,32,31,,4.21%,,105829.2762,559456.9093,7/1/23,VUT,6,536852.7993,2170,,,,,420,2240,0,0,,,3.23%,
3-Jul-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,3.23%,,32,31,,4.21%,,68069.90218,559456.9093,7/3/23,VUT,4,536852.7993,2170,,,,,280,2240,0,0,,,3.23%,
22-Aug-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,78.95%,,34,19,,53.01%,,75518.74811,597216.2833,8/22/23,VUT,4,390309.4787,1530,4254,,,,280,2380,0,0,-100.00%,,55.56%,
7-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,-42.86%,,20,35,,-52.41%,,136139.8044,321469.8239,10/7/23,VUT,8,675432.1296,2670,,,,,560,1400,0,0,,,-47.57%,
11-Oct-23,Vanuatu,VU,East Asia & Pacific,Passenger,Domestic,105.56%,,37,18,,69.89%,,105829.2762,627526.8115,10/11/23,VUT,6,369375.142,1480,,,,,420,2590,0,0,,,75.00%,
5-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-3.45%,28,28,29,-7.39%,-3.06%,905696.1444,7440211.751,1/5/20,VUT,4,8033812.748,4150,9926,7675369.851,4218,9926,560,3910,1510,12946,30.43%,30.43%,-5.78%,-7.30%
8-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-3.45%,-9.68%,28,29,31,-7.70%,-5.46%,828871.1788,7404398.359,1/8/20,VUT,3,8022069.073,4302,11436,7832335.04,4444,9926,414,3882,0,12108,5.88%,21.98%,-9.76%,-12.65%
20-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.57%,-3.33%,29,28,30,-0.15%,-1.25%,1203205.03,7399291.339,1/20/20,VUT,6,7410712.74,3894,10598,7492782.311,4256,11436,832,4214,6790,12219,15.30%,6.85%,8.22%,-0.99%
24-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,5.88%,-28.00%,18,17,25,42.17%,-10.61%,857369.3143,5399530.158,2/24/20,VUT,3,3797985.968,2432,5523,6040462.409,3442,6156,426,2632,1854,4990,-9.65%,-18.94%,8.22%,-23.53%
25-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.56%,-37.04%,17,18,27,22.91%,-18.59%,725699.1595,5333735.503,2/25/20,VUT,2,4339501.968,2602,5523,6551861.674,3784,11436,314,2564,3136,4990,-9.65%,-56.37%,-1.46%,-32.24%
28-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.56%,-32.00%,17,18,25,6.97%,-12.87%,504946.3354,5333735.503,2/28/20,VUT,2,4985971.473,2620,3136,6121340.663,3514,11436,328,2564,0,4990,59.12%,-56.37%,-2.14%,-27.03%
29-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.56%,-32.00%,17,18,25,-0.55%,-12.87%,1296561.337,5333735.503,2/29/20,VUT,3,5363000.836,2620,3136,6121340.663,3514,11436,516,2564,0,4990,59.12%,-56.37%,-2.14%,-27.03%
2-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.56%,-29.17%,17,18,24,-1.22%,-8.03%,857369.3143,5333735.503,3/2/20,VUT,3,5399530.158,2632,4990,5799462.713,3344,11436,426,2564,1854,4990,0.00%,-56.37%,-2.58%,-23.33%
10-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,11.76%,-17.39%,19,17,23,5.22%,-1.98%,815152.8866,5612059.757,3/10/20,VUT,3,5333735.503,2564,4990,5725636.872,3276,11436,484,2914,3136,9926,98.92%,-13.20%,13.65%,-11.05%
11-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-96.15%,1,1,26,0.00%,-99.07%,65794.65514,65794.65514,8/11/20,VUT,1,65794.65514,68,,7042777.199,3612,8416,68,68,0,0,,-100.00%,0.00%,-98.12%
18-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-92.00%,2,1,25,135.96%,-97.80%,65794.65514,155248.3823,8/18/20,VUT,1,65794.65514,68,,7067643.34,3646,8416,68,238,0,0,,-100.00%,250.00%,-93.47%
23-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-92.00%,2,2,25,130.71%,-94.93%,292376.4475,358171.1026,8/23/20,VUT,1,155248.3823,238,,7067643.34,3646,8416,136,204,2640,2640,,-68.63%,-14.29%,-94.40%
26-Aug-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-88.46%,3,2,26,375.10%,-89.82%,379419.485,737590.5877,8/26/20,VUT,1,155248.3823,238,,7248245.923,3646,5776,170,374,0,2640,,-54.29%,57.14%,-89.74%
12-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-84.62%,4,4,26,-39.26%,-91.76%,45587.99406,580255.8614,10/12/20,VUT,1,955252.1778,554,1510,7042777.199,3612,8416,19,427,0,0,-100.00%,-100.00%,-22.92%,-88.18%
22-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,133.33%,-72.00%,7,3,25,63.23%,-81.22%,89453.72717,1308855.283,10/22/20,VUT,1,801833.5042,257,,6968951.357,3544,8416,170,986,0,0,,-100.00%,283.66%,-72.18%
28-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.62%,4,6,26,-55.48%,-92.31%,65794.65514,542920.9873,10/28/20,VUT,1,1219401.556,816,,7064645.331,3584,10400,68,476,0,0,,-100.00%,-41.67%,-86.72%
29-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-88.00%,3,3,25,80.24%,-87.18%,321877.9498,859978.662,11/29/20,VUT,1,477126.3321,408,,6709538.851,3436,8416,170,504,0,877,,-89.58%,23.53%,-85.33%
30-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,150.00%,-80.00%,5,2,25,165.06%,-83.75%,230281.293,1090259.955,11/30/20,VUT,2,411331.677,340,,6709538.851,3436,8416,238,742,0,877,,-89.58%,118.24%,-78.41%
29-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,66.67%,-83.33%,5,3,30,-6.30%,-86.14%,164486.6379,1015284.94,1/29/21,VUT,1,1083554.435,510,,7324030.601,4250,11436,170,850,0,0,,-100.00%,66.67%,-80.00%
12-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-75.00%,6,3,24,61.09%,-75.98%,164486.6379,1394704.425,2/12/21,VUT,1,865784.0727,510,,5805777.094,3356,9926,170,1020,0,0,,-100.00%,100.00%,-69.61%
22-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.00%,4,6,25,-26.50%,-81.11%,379419.485,1140764.06,2/22/21,VUT,1,1552095.737,1020,,6040462.409,3442,6156,170,680,0,0,,-100.00%,-33.33%,-80.24%
27-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,75.00%,-72.00%,7,4,25,67.07%,-68.87%,675650.4304,1905868.217,2/27/21,VUT,2,1140764.06,680,,6121340.663,3514,11436,314,1164,3136,3136,,-72.58%,71.18%,-66.88%
9-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-28.57%,-79.17%,5,7,24,-37.72%,-82.90%,230281.293,991625.8676,3/9/21,VUT,2,1592243.387,1062,3136,5799462.713,3344,11436,238,748,0,0,-100.00%,-100.00%,-29.57%,-77.63%
10-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-73.91%,6,6,23,13.05%,-76.05%,543906.1229,1371045.353,3/10/21,VUT,2,1212823.902,892,3136,5725636.872,3276,11436,340,918,0,0,-100.00%,-100.00%,2.91%,-71.98%
1-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-78.26%,5,5,23,-46.09%,-83.19%,217438.4517,920085.5719,4/1/21,VUT,1,1706644.859,850,,5472012.929,3186,9926,170,648,0,0,,-100.00%,-23.76%,-79.66%
22-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-80.00%,6,4,30,33.02%,-86.45%,217438.4517,1023722.719,4/22/21,VUT,1,769597.6946,578,,7553861.036,4258,11056,170,814,0,0,,-100.00%,40.83%,-80.88%
4-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-50.00%,-85.19%,4,8,27,-75.58%,-89.80%,65794.65514,732703.1319,5/4/21,VUT,1,3000587.99,1358,,7182526.309,3918,5776,68,524,0,2298,,-60.21%,-61.41%,-86.63%
28-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-28.57%,-82.14%,5,7,28,1.49%,-75.48%,929473.6661,1738176.103,5/28/21,VUT,1,1712728.979,988,,7089033.378,3946,8416,170,750,0,0,,-100.00%,-24.09%,-80.99%
2-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,16.67%,-74.07%,7,6,27,-3.75%,-77.58%,379419.485,1607658.056,7/2/21,VUT,1,1670265.534,920,,7171450.445,3754,7578,170,988,0,0,,-100.00%,7.39%,-73.68%
27-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-20.00%,-84.00%,4,5,25,-50.47%,-88.52%,65794.65514,827139.2298,7/27/21,VUT,1,1670110.593,750,,7204549.412,3566,7286,68,578,0,0,,-100.00%,-22.93%,-83.79%
30-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.00%,6,4,25,-29.87%,-82.98%,379419.485,1185851.067,7/30/21,VUT,1,1690818.241,680,,6968951.357,3544,8416,170,818,0,0,,-100.00%,20.29%,-76.92%
1-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,75.00%,-72.00%,7,4,25,-10.83%,-78.37%,321877.9498,1507729.017,8/1/21,VUT,1,1690818.241,680,,6968951.357,3544,8416,170,988,0,0,,-100.00%,45.29%,-72.12%
3-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,75.00%,-73.08%,7,4,26,144.43%,-71.26%,579829.7252,2021764.087,8/3/21,VUT,1,827139.2298,578,,7034746.012,3612,8416,170,1090,0,0,,-100.00%,88.58%,-69.82%
1-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,16.00%,0.00%,29,25,29,19.67%,4.41%,828871.1788,8022069.073,1/1/20,VUT,3,6703224.47,3424,9926,7683401.038,4218,9926,414,4302,0,11436,15.21%,15.21%,25.64%,1.99%
10-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.70%,-9.68%,28,27,31,-0.90%,-5.46%,831870.3027,7404398.359,1/10/20,VUT,3,7471392.273,3956,11436,7832335.04,4444,9926,492,3882,1510,12108,5.88%,21.98%,-1.87%,-12.65%
18-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.57%,-3.33%,29,28,30,-0.67%,-1.84%,1526842.63,7355073.829,1/18/20,VUT,5,7404398.359,3882,12108,7492782.311,4256,11436,754,4160,0,10598,-12.47%,-7.33%,7.16%,-2.26%
23-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-3.45%,-6.67%,28,29,30,-2.06%,-1.96%,1029117.644,7345651.004,1/23/20,VUT,3,7500166.467,4064,10598,7492782.311,4256,11436,408,4072,0,13057,23.20%,14.17%,0.20%,-4.32%
27-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-10.34%,-13.33%,26,29,30,-2.83%,-1.83%,1613131.72,7189976.126,1/27/20,VUT,6,7399291.339,4214,12219,7324030.601,4250,11436,866,3604,4150,8796,-28.01%,-23.08%,-14.48%,-15.20%
16-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,45.45%,-36.00%,16,11,25,89.48%,-44.90%,578772.1771,3376178.979,2/16/20,VUT,3,1781784.736,1412,5523,6127655.044,3526,9926,396,2262,0,5523,0.00%,-44.36%,60.20%,-35.85%
20-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,81.82%,-20.00%,20,11,25,197.61%,-12.30%,541516.0003,5302824.958,2/20/20,VUT,1,1781784.736,1412,5523,6046776.79,3454,4646,170,2942,0,5523,0.00%,18.88%,108.36%,-14.82%
23-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,12.50%,-28.00%,18,16,25,58.85%,-11.22%,578772.1771,5363000.836,2/23/20,VUT,3,3376178.979,2262,5523,6040462.409,3442,6156,396,2620,0,3136,-43.22%,-49.06%,15.83%,-23.88%
1-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.56%,-29.17%,17,18,24,-0.55%,-8.03%,578772.1771,5333735.503,3/1/20,VUT,3,5363000.836,2620,3136,5799462.713,3344,11436,396,2564,0,4990,59.12%,-56.37%,-2.14%,-23.33%
3-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-29.17%,17,17,24,0.00%,-8.03%,725699.1595,5333735.503,3/3/20,VUT,2,5333735.503,2564,4990,5799462.713,3344,11436,314,2564,3136,4990,0.00%,-56.37%,0.00%,-23.33%
13-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-13.04%,20,16,23,7.95%,-0.83%,504946.3354,5677854.412,3/13/20,VUT,2,5259909.661,2496,4990,5725636.872,3276,11436,328,2982,0,9926,98.92%,-13.20%,19.47%,-8.97%
17-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,15.79%,-8.33%,22,19,24,6.84%,3.38%,815152.8866,5995725.836,3/17/20,VUT,3,5612059.757,2914,9926,5799462.713,3344,11436,484,3316,3136,9293,-6.38%,-18.74%,13.80%,-0.84%
21-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,14.29%,0.00%,24,21,24,9.18%,9.88%,1076923.287,6372242.008,3/21/20,VUT,3,5836535.639,3146,10803,5799462.713,3344,11436,516,3650,0,9926,-8.12%,-13.20%,16.02%,9.15%
14-Apr-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-50.00%,-96.00%,1,2,25,340.44%,-94.99%,333238.348,333238.348,4/14/20,VUT,1,75660.16959,140,,6649389.651,3603,5280,176,176,0,0,,-100.00%,25.71%,-95.12%
4-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.77%,5,4,26,66.44%,-80.45%,173950.7614,1376550.948,9/4/20,VUT,1,827044.3149,544,2640,7042777.199,3612,8416,136,614,2640,2640,0.00%,-68.63%,12.87%,-83.00%
11-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-80.77%,5,5,26,-2.12%,-80.87%,490754.6071,1347300.424,9/11/20,VUT,1,1376550.948,614,2640,7042777.199,3612,8416,170,748,0,0,-100.00%,-100.00%,21.82%,-79.29%
15-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,-76.92%,6,5,26,33.53%,-73.90%,65794.65514,1838055.031,9/15/20,VUT,1,1376550.948,614,2640,7042777.199,3612,8416,68,918,0,0,-100.00%,-100.00%,49.51%,-74.58%
5-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-20.00%,-83.33%,4,5,24,4.22%,-85.88%,65794.65514,955252.1778,10/5/20,VUT,1,916592.957,748,,6767218.39,3380,4938,68,554,0,1510,,-69.42%,-25.94%,-83.61%
